student_id,study_hours_per_week,attendance_rate,previous_grades,participation_in_extracurricular_activities,parent_education_level,passed,performance
S07091,7.6,57.9,55.7,No,Master,No,Low
S07092,18.4,50.7,43.5,Yes,High School,No,Low
S07093,2.7,89.3,80.0,Yes,Associate,No,High
S07094,16.0,93.5,40.5,No,Master,No,Low
S07095,13.4,62.4,71.1,No,Associate,Yes,Medium
S07096,1.4,70.1,99.9,No,High School,No,High
S07097,23.6,75.9,71.0,Yes,Associate,No,Medium
S07098,9.7,111.3,50.5,No,Doctorate,No,Low
S07099,10.0,75.3,58.7,Yes,Doctorate,No,Low
S07100,3.0,55.4,42.4,No,High School,Yes,Low
S07101,8.9,51.9,51.6,No,Associate,Yes,Low
S07102,9.4,56.8,54.3,No,High School,Yes,Low
S07103,10.5,100.3,52.5,Yes,High School,No,Low
S07104,8.5,85.3,67.1,Yes,Associate,No,Medium
S07105,13.2,68.1,23.3,Yes,High School,Yes,Low
S07106,8.1,16.5,46.4,No,High School,Yes,Low
S07107,0.3,57.9,73.6,Yes,Bachelor,Yes,Medium
S07108,9.3,75.3,65.2,No,High School,Yes,Low
S07109,-1.8,82.0,71.5,Yes,Bachelor,No,Medium
S07110,11.8,81.9,52.4,No,Master,Yes,Low
S07111,5.1,48.1,77.7,No,Associate,Yes,Medium
S07112,10.8,78.5,81.4,No,Doctorate,No,High
S07113,16.6,55.5,53.7,No,High School,No,Low
S07114,5.3,75.0,52.1,No,Associate,No,Low
S07115,15.3,59.6,89.2,No,Doctorate,No,High
S07116,7.8,96.4,65.2,Yes,Master,Yes,Low
S07117,18.8,81.7,91.3,Yes,Master,No,High
S07118,8.2,72.1,73.4,No,Bachelor,Yes,Medium
S07119,5.8,102.6,65.2,No,Bachelor,Yes,Low
S07120,13.4,67.6,80.2,No,Doctorate,Yes,High
S07121,7.8,46.7,80.7,No,Master,No,High
S07122,5.8,96.1,47.8,Yes,Master,Yes,Low
S07123,7.6,80.0,75.9,Yes,Associate,No,Medium
S07124,9.8,68.6,84.0,Yes,High School,Yes,High
S07125,16.7,62.1,61.4,No,Master,Yes,Medium
S07126,0.3,85.2,35.2,Yes,Bachelor,No,Low
S07127,10.1,91.3,45.3,Yes,High School,Yes,Low
S07128,13.1,59.7,41.3,No,Doctorate,Yes,Low
S07129,10.0,86.3,59.3,Yes,Associate,Yes,Low
S07130,16.5,80.0,44.0,No,Bachelor,No,Low
S07131,9.6,58.4,55.6,Yes,Master,No,Low
S07132,9.1,75.1,95.4,Yes,High School,Yes,High
S07133,13.0,64.1,77.6,Yes,Associate,No,Medium
S07134,10.5,99.8,74.3,Yes,Doctorate,No,Medium
S07135,8.0,62.0,82.0,No,Bachelor,No,High
S07136,12.6,105.2,45.7,Yes,Bachelor,No,Low
S07137,6.7,75.3,50.9,No,Master,No,Low
S07138,6.9,40.1,66.5,No,Associate,No,Medium
S07139,7.4,31.5,55.0,Yes,High School,Yes,Low
S07140,16.8,70.8,59.4,No,Master,No,Low
S07141,-6.1,101.7,74.3,Yes,Doctorate,Yes,Medium
S07142,12.0,99.6,79.2,Yes,High School,No,Medium
S07143,10.0,78.3,73.0,Yes,Associate,Yes,Medium
S07144,1.6,60.3,82.2,Yes,Doctorate,No,High
S07145,11.5,66.7,25.1,Yes,Master,Yes,Low
S07146,12.4,79.1,95.2,No,Associate,No,High
S07147,12.9,96.7,77.3,No,High School,Yes,Medium
S07148,-3.3,86.4,59.7,No,Doctorate,No,Low
S07149,16.8,94.4,42.9,Yes,Doctorate,No,Low
S07150,6.3,150.0,62.4,Yes,Bachelor,Yes,Medium
S07151,13.4,93.8,53.0,Yes,Associate,Yes,Low
S07152,13.7,29.8,65.2,Yes,Associate,No,Low
S07153,5.6,57.1,75.2,Yes,Associate,No,Medium
S07154,13.3,52.9,55.3,No,Doctorate,No,Low
S07155,8.1,51.0,44.0,Yes,Associate,No,Low
S07156,-0.4,75.1,61.3,No,Bachelor,Yes,Medium
S07157,15.8,46.1,80.1,Yes,Associate,No,High
S07158,6.1,56.1,73.2,Yes,High School,No,Medium
S07159,5.7,73.0,44.0,No,High School,Yes,Low
S07160,10.0,42.9,57.1,Yes,Bachelor,No,Low
S07161,10.0,65.3,79.7,No,High School,Yes,Medium
S07162,9.7,87.8,63.0,Yes,Doctorate,Yes,Medium
S07163,12.7,50.5,64.2,Yes,Master,No,Medium
S07164,3.3,75.3,93.3,No,Master,No,High
S07165,10.0,58.9,49.0,No,Associate,No,Low
S07166,9.4,80.4,81.9,Yes,High School,No,High
S07167,19.5,52.9,58.6,No,Doctorate,No,Low
S07168,9.4,84.1,59.5,Yes,Master,Yes,Low
S07169,15.4,68.9,67.8,Yes,Bachelor,No,Medium
S07170,10.2,84.3,69.8,No,Associate,No,Medium
S07171,7.6,64.1,74.2,Yes,Bachelor,Yes,Medium
S07172,8.8,86.1,62.6,No,Bachelor,No,Medium
S07173,9.2,91.9,65.2,Yes,Doctorate,Yes,Low
S07174,13.0,77.4,67.1,Yes,Bachelor,Yes,Medium
S07175,16.9,65.4,56.8,No,Associate,Yes,Low
S07176,11.8,70.3,46.4,No,Master,No,Low
S07177,15.9,49.7,74.5,Yes,Master,No,Medium
S07178,5.2,79.1,69.6,No,Master,Yes,Medium
S07179,7.9,87.5,55.1,No,High School,Yes,Low
S07180,6.4,106.3,43.7,Yes,Doctorate,Yes,Low
S07181,11.6,101.2,56.2,No,Master,Yes,Low
S07182,8.2,55.5,35.7,Yes,Associate,No,Low
S07183,13.6,79.2,79.6,No,Bachelor,Yes,Medium
S07184,5.3,72.3,63.3,No,High School,Yes,Medium
S07185,10.2,99.4,69.0,Yes,High School,No,Medium
S07186,13.4,60.8,58.9,No,Bachelor,Yes,Low
S07187,-0.3,92.6,91.6,No,High School,No,High
S07188,20.6,55.3,75.5,No,Bachelor,Yes,Medium
S07189,8.6,72.9,59.4,No,Associate,No,Low
S07190,-0.1,57.3,59.9,Yes,High School,No,Low
S07191,10.8,35.7,55.6,Yes,Doctorate,No,Low
S07192,10.2,56.9,62.8,Yes,Doctorate,No,Medium
S07193,9.6,69.8,70.8,No,High School,Yes,Medium
S07194,15.0,103.5,70.2,Yes,Bachelor,Yes,Medium
S07195,13.7,53.3,65.2,No,High School,Yes,Low
S07196,11.5,62.9,86.8,Yes,Master,Yes,High
S07197,12.3,46.2,34.9,No,Associate,No,Low
S07198,9.5,98.1,56.2,No,Bachelor,No,Low
S07199,18.9,65.8,75.3,Yes,High School,No,Medium
S07200,2.6,68.2,86.1,No,Doctorate,Yes,High
S07201,10.7,68.0,68.0,No,Associate,Yes,Medium
S07202,10.3,36.0,87.5,Yes,Bachelor,Yes,High
S07203,14.1,45.7,90.7,Yes,Associate,No,High
S07204,5.8,56.0,59.7,Yes,High School,No,Low
S07205,1.3,150.0,52.4,Yes,Doctorate,No,Low
S07206,10.8,25.0,52.1,Yes,Doctorate,No,Low
S07207,11.4,85.8,43.6,Yes,Doctorate,Yes,Low
S07208,17.4,81.9,46.6,Yes,High School,No,Low
S07209,3.6,38.7,50.8,No,Master,No,Low
S07210,15.8,68.7,47.5,Yes,Associate,Yes,Low
S07211,21.8,98.3,80.4,Yes,Bachelor,Yes,High
S07212,10.0,53.6,58.3,Yes,Doctorate,Yes,Low
S07213,3.5,64.0,44.2,Yes,Associate,Yes,Low
S07214,8.0,75.3,59.2,No,Master,No,Low
S07215,10.1,81.5,68.8,No,Associate,Yes,Medium
S07216,12.8,69.8,61.1,No,Master,Yes,Medium
S07217,7.0,65.5,61.7,No,High School,Yes,Medium
S07218,17.8,82.5,37.6,No,High School,No,Low
S07219,4.4,88.7,78.7,No,Master,No,Medium
S07220,1.3,31.9,65.2,No,Associate,Yes,Low
S07221,15.5,30.3,45.5,Yes,Associate,No,Low
S07222,-1.4,55.0,63.4,Yes,Bachelor,No,Medium
S07223,9.0,71.9,57.6,Yes,High School,No,Low
S07224,25.6,76.5,66.8,Yes,Doctorate,No,Medium
S07225,9.9,40.9,103.3,No,Master,No,High
S07226,4.4,70.9,53.8,Yes,High School,No,Low
S07227,9.7,73.6,76.2,No,Bachelor,Yes,Medium
S07228,9.7,58.0,60.1,No,Associate,Yes,Medium
S07229,10.8,64.3,59.2,No,Associate,No,Low
S07230,13.3,60.5,83.8,No,Associate,No,High
S07231,10.0,84.3,67.7,No,Bachelor,Yes,Medium
S07232,18.4,75.1,89.2,No,Doctorate,Yes,High
S07233,11.2,52.2,64.2,Yes,High School,No,Medium
S07234,13.6,94.1,85.5,Yes,High School,No,High
S07235,6.9,47.7,60.0,No,Bachelor,No,Medium
S07236,16.4,75.3,54.7,Yes,High School,No,Low
S07237,8.7,70.1,71.6,No,Master,No,Medium
S07238,11.4,70.0,66.8,No,Bachelor,Yes,Medium
S07239,5.3,76.5,44.9,Yes,Master,Yes,Low
S07240,5.0,51.4,68.0,Yes,Bachelor,Yes,Medium
S07241,13.4,150.0,53.6,Yes,Doctorate,Yes,Low
S07242,7.8,109.3,77.3,No,Doctorate,Yes,Medium
S07243,5.7,74.6,55.0,No,Associate,Yes,Low
S07244,6.8,81.3,59.5,No,High School,No,Low
S07245,13.5,32.7,49.6,No,Master,No,Low
S07246,6.9,75.3,80.1,No,Bachelor,Yes,High
S07247,9.4,61.1,71.4,No,Associate,No,Medium
S07248,10.1,57.8,99.1,No,Master,No,High
S07249,0.4,61.8,83.9,No,Doctorate,No,High
S07250,2.6,63.8,58.4,Yes,Doctorate,Yes,Low
S07251,11.7,45.9,41.7,Yes,Associate,Yes,Low
S07252,6.3,65.3,55.6,No,Master,No,Low
S07253,15.3,54.2,62.6,Yes,Master,No,Medium
S07254,10.0,90.8,38.0,Yes,Doctorate,Yes,Low
S07255,13.6,81.6,52.3,No,Associate,No,Low
S07256,19.1,81.6,80.2,No,Associate,No,High
S07257,9.6,75.3,52.1,No,Doctorate,No,Low
S07258,13.2,58.5,65.2,Yes,High School,No,Low
S07259,7.1,80.4,72.8,Yes,Bachelor,Yes,Medium
S07260,22.3,96.4,56.9,Yes,Associate,Yes,Low
S07261,19.9,57.1,65.2,No,Doctorate,Yes,Medium
S07262,10.1,34.4,70.9,No,Master,No,Medium
S07263,11.9,61.2,55.7,No,Associate,Yes,Low
S07264,16.8,94.1,76.6,No,Master,Yes,Medium
S07265,9.3,75.3,75.4,No,Master,Yes,Medium
S07266,6.7,65.7,69.9,No,Master,Yes,Medium
S07267,14.4,59.4,87.7,No,Master,Yes,High
S07268,10.4,71.2,78.2,Yes,High School,Yes,Medium
S07269,10.9,54.0,60.9,No,Associate,Yes,Medium
S07270,5.8,45.3,53.6,No,Associate,No,Low
S07271,1.4,66.2,65.2,No,Bachelor,No,Low
S07272,11.2,69.6,64.0,No,Doctorate,Yes,Medium
S07273,14.5,75.3,64.1,No,Bachelor,Yes,Medium
S07274,8.9,76.3,56.6,No,Bachelor,No,Low
S07275,17.2,75.3,65.6,Yes,High School,Yes,Medium
S07276,6.5,60.4,88.4,No,Master,Yes,High
S07277,10.0,89.3,75.3,No,High School,Yes,Medium
S07278,9.7,66.5,67.1,Yes,Bachelor,No,Medium
S07279,9.6,53.1,83.6,No,Associate,No,High
S07280,13.8,76.6,75.9,Yes,Master,No,Medium
S07281,6.1,59.2,60.1,No,Bachelor,No,Medium
S07282,16.8,84.6,64.2,Yes,Associate,Yes,Medium
S07283,19.8,82.3,78.5,No,Associate,No,Medium
S07284,9.8,52.1,68.6,Yes,High School,No,Medium
S07285,16.2,110.7,71.4,No,Bachelor,No,Medium
S07286,10.0,72.5,46.2,No,Bachelor,No,Low
S07287,15.4,21.7,57.1,No,Master,Yes,Low
S07288,15.2,82.6,65.2,No,Doctorate,Yes,Low
S07289,14.3,23.0,82.0,No,Bachelor,No,High
S07290,9.9,95.8,93.4,No,Associate,Yes,High
S07291,-4.8,76.1,51.5,No,Master,Yes,Low
S07292,6.8,72.1,55.7,Yes,High School,No,Low
S07293,6.9,73.3,71.7,No,Bachelor,Yes,Medium
S07294,5.1,85.0,96.9,Yes,Bachelor,No,High
S07295,10.6,63.7,50.1,Yes,High School,Yes,Low
S07296,7.9,73.1,35.6,Yes,Bachelor,No,Low
S07297,5.9,75.3,65.2,No,High School,No,Low
S07298,4.7,15.7,44.8,No,Doctorate,Yes,Low
S07299,10.0,85.2,73.5,No,High School,No,Medium
S07300,15.6,88.6,76.7,Yes,Master,Yes,Medium
S07301,6.7,82.3,61.7,No,High School,Yes,Medium
S07302,7.4,75.3,58.3,Yes,High School,Yes,Low
S07303,7.7,105.2,54.3,No,Bachelor,No,Low
S07304,11.7,72.4,66.0,Yes,Master,No,Medium
S07305,12.3,73.1,45.2,Yes,Associate,No,Low
S07306,-5.2,60.3,58.1,Yes,High School,No,Low
S07307,15.1,35.0,54.0,Yes,Doctorate,Yes,Low
S07308,17.2,82.5,69.1,No,High School,No,Medium
S07309,-1.0,62.4,70.2,Yes,Associate,No,Medium
S07310,5.1,34.8,86.1,Yes,Bachelor,No,High
S07311,7.7,71.8,50.3,Yes,High School,No,Low
S07312,6.2,71.2,65.2,Yes,High School,Yes,Low
S07313,11.1,68.7,79.0,Yes,Associate,No,Medium
S07314,0.3,76.0,72.1,No,High School,No,Medium
S07315,4.4,42.1,55.1,No,Master,No,Low
S07316,17.7,93.1,45.2,Yes,Bachelor,No,Low
S07317,5.4,82.0,92.8,No,High School,Yes,High
S07318,16.2,98.2,41.1,No,Doctorate,No,Low
S07319,11.8,62.2,46.3,Yes,Associate,Yes,Low
S07320,1.0,81.9,67.8,Yes,Master,No,Medium
S07321,13.2,75.3,79.4,No,Bachelor,No,Medium
S07322,9.4,56.6,51.8,No,Doctorate,Yes,Low
S07323,7.7,45.9,75.2,No,Bachelor,No,Medium
S07324,11.2,78.5,49.9,Yes,Master,Yes,Low
S07325,12.4,51.2,77.0,No,High School,Yes,Medium
S07326,13.5,64.6,77.2,No,High School,No,Medium
S07327,15.9,73.2,51.8,No,Associate,Yes,Low
S07328,12.0,65.2,78.2,Yes,High School,Yes,Medium
S07329,3.1,47.0,50.3,Yes,Bachelor,No,Low
S07330,7.6,106.2,27.8,No,Associate,Yes,Low
S07331,24.7,75.6,62.8,Yes,High School,Yes,Medium
S07332,13.6,106.4,70.8,Yes,High School,Yes,Medium
S07333,21.8,52.7,76.4,No,Doctorate,Yes,Medium
S07334,17.0,65.8,81.1,Yes,Bachelor,No,High
S07335,11.2,75.0,49.4,No,Doctorate,Yes,Low
S07336,11.5,103.9,64.8,Yes,Doctorate,Yes,Medium
S07337,9.8,106.3,58.4,No,High School,Yes,Low
S07338,1.3,64.6,64.8,Yes,High School,No,Medium
S07339,10.1,58.7,99.5,Yes,High School,Yes,High
S07340,16.1,73.2,62.1,No,Bachelor,No,Medium
S07341,7.0,97.3,50.3,No,Master,No,Low
S07342,12.1,76.0,61.2,Yes,Doctorate,No,Medium
S07343,14.3,79.7,77.7,No,Associate,No,Medium
S07344,5.5,97.1,72.3,No,Associate,No,Medium
S07345,7.7,93.9,80.6,Yes,Master,Yes,High
S07346,4.9,94.7,92.7,No,Master,Yes,High
S07347,5.9,87.4,92.1,No,High School,Yes,High
S07348,3.6,102.0,53.0,Yes,Doctorate,Yes,Low
S07349,5.5,50.7,76.2,No,Associate,No,Medium
S07350,10.0,120.0,38.8,Yes,Doctorate,No,Low
S07351,5.4,96.2,81.4,No,Bachelor,No,High
S07352,10.6,71.8,41.8,Yes,Associate,Yes,Low
S07353,10.0,97.2,41.8,No,Associate,No,Low
S07354,15.9,68.1,62.2,Yes,Doctorate,Yes,Medium
S07355,16.6,84.5,79.0,No,Doctorate,Yes,Medium
S07356,14.3,86.8,50.9,No,Master,Yes,Low
S07357,11.5,92.2,57.1,Yes,Bachelor,Yes,Low
S07358,8.8,65.8,52.5,Yes,High School,Yes,Low
S07359,4.0,92.7,67.2,No,Master,Yes,Medium
S07360,19.7,66.2,78.8,No,Bachelor,No,Medium
S07361,6.2,89.6,65.3,Yes,High School,No,Medium
S07362,13.3,74.6,55.7,Yes,Bachelor,No,Low
S07363,15.3,38.5,88.0,Yes,High School,No,High
S07364,7.2,60.3,80.3,No,Master,No,High
S07365,15.2,92.0,53.3,No,Associate,Yes,Low
S07366,13.8,68.9,51.6,Yes,Master,Yes,Low
S07367,18.6,99.3,58.9,No,High School,No,Low
S07368,7.7,50.7,79.7,Yes,High School,Yes,Medium
S07369,3.6,88.9,26.1,No,Bachelor,Yes,Low
S07370,7.5,74.0,84.6,No,Bachelor,Yes,High
S07371,11.0,70.1,59.6,Yes,Doctorate,Yes,Low
S07372,10.3,51.4,46.6,Yes,Master,Yes,Low
S07373,8.0,79.2,67.1,No,High School,No,Medium
S07374,0.5,54.8,69.2,Yes,Doctorate,No,Medium
S07375,12.4,62.3,78.1,Yes,High School,Yes,Medium
S07376,19.9,72.2,82.2,Yes,High School,Yes,High
S07377,12.3,67.7,70.2,No,Master,Yes,Medium
S07378,13.0,95.6,72.6,Yes,Master,No,Medium
S07379,12.9,23.2,66.0,Yes,Associate,No,Medium
S07380,12.0,71.4,75.0,Yes,Bachelor,Yes,Medium
S07381,14.7,67.7,55.8,No,Associate,No,Low
S07382,12.0,74.8,59.1,No,Bachelor,Yes,Low
S07383,8.4,64.1,41.5,No,Doctorate,Yes,Low
S07384,6.0,95.5,89.8,No,High School,Yes,High
S07385,8.8,69.8,55.5,No,High School,Yes,Low
S07386,11.6,150.0,81.1,No,Bachelor,No,High
S07387,10.0,92.8,83.9,Yes,Doctorate,No,High
S07388,11.6,76.0,41.8,Yes,Master,Yes,Low
S07389,12.2,49.6,67.0,Yes,Master,Yes,Medium
S07390,14.2,66.5,74.8,No,Doctorate,No,Medium
S07391,16.4,72.5,56.7,No,High School,No,Low
S07392,10.4,42.1,44.5,Yes,Associate,No,Low
S07393,3.5,60.8,87.3,No,Associate,Yes,High
S07394,8.3,73.6,74.7,No,Associate,Yes,Medium
S07395,10.2,115.2,65.2,No,Bachelor,Yes,Low
S07396,10.0,150.0,49.3,No,High School,Yes,Low
S07397,16.9,78.2,49.8,No,High School,No,Low
S07398,10.7,108.8,67.5,Yes,Bachelor,Yes,Medium
S07399,11.9,86.8,65.2,Yes,Associate,No,Low
S07400,16.8,89.6,68.3,No,Doctorate,Yes,Medium
S07401,6.8,66.9,70.6,No,Associate,Yes,Medium
S07402,12.9,75.3,58.2,Yes,High School,No,Low
S07403,9.5,80.2,90.4,No,Master,Yes,High
S07404,9.1,111.4,53.7,Yes,Doctorate,No,Low
S07405,6.1,105.3,50.8,No,Associate,Yes,Low
S07406,18.3,88.2,71.3,No,Master,Yes,Medium
S07407,8.1,61.3,72.2,Yes,Doctorate,No,Medium
S07408,13.5,44.0,50.0,No,Bachelor,No,Low
S07409,0.6,58.6,59.9,Yes,Bachelor,Yes,Low
S07410,15.9,79.4,41.9,No,Bachelor,No,Low
S07411,15.3,65.6,56.5,No,Associate,Yes,Low
S07412,10.5,95.0,77.0,No,Bachelor,Yes,Medium
S07413,8.9,45.2,45.6,Yes,Bachelor,No,Low
S07414,12.0,72.4,48.6,No,Doctorate,Yes,Low
S07415,21.4,59.7,52.6,Yes,Associate,No,Low
S07416,1.2,94.8,82.1,Yes,Master,Yes,High
S07417,13.9,85.9,80.0,Yes,Doctorate,Yes,High
S07418,5.4,58.4,33.5,No,Bachelor,Yes,Low
S07419,10.0,92.1,38.2,Yes,Bachelor,No,Low
S07420,8.8,42.5,66.3,No,Doctorate,Yes,Medium
S07421,7.9,39.3,40.9,No,High School,No,Low
S07422,9.9,57.3,83.1,No,Bachelor,No,High
S07423,4.3,35.3,65.2,No,Bachelor,Yes,Low
S07424,15.1,72.7,53.7,No,Bachelor,Yes,Low
S07425,1.0,73.4,68.1,Yes,Bachelor,Yes,Medium
S07426,12.7,66.9,87.1,Yes,Associate,Yes,High
S07427,8.4,85.8,64.9,No,Master,No,Medium
S07428,4.1,75.3,69.7,Yes,Bachelor,No,Medium
S07429,11.0,49.0,67.7,No,Doctorate,No,Medium
S07430,10.0,59.1,79.1,Yes,Master,No,Medium
S07431,10.2,50.6,69.6,No,High School,No,Medium
S07432,2.9,62.8,76.1,No,High School,No,Medium
S07433,12.3,86.9,65.2,Yes,Master,Yes,Low
S07434,5.4,39.9,81.3,Yes,Associate,Yes,High
S07435,7.7,68.2,32.4,Yes,Bachelor,Yes,Low
S07436,11.5,94.2,42.2,Yes,Associate,No,Low
S07437,6.1,96.4,75.1,No,Doctorate,No,Medium
S07438,9.7,61.4,94.5,No,High School,Yes,High
S07439,2.4,119.3,69.9,No,Associate,Yes,Medium
S07440,13.2,54.0,61.1,No,Doctorate,No,Medium
S07441,18.8,70.4,79.8,No,Bachelor,Yes,Medium
S07442,24.0,51.6,84.8,No,High School,Yes,High
S07443,10.5,83.7,75.1,Yes,Doctorate,No,Medium
S07444,13.9,131.0,64.5,No,Bachelor,Yes,Medium
S07445,1.1,111.9,65.7,No,Bachelor,No,Medium
S07446,17.5,91.9,68.9,Yes,Master,Yes,Medium
S07447,13.9,62.9,84.9,No,High School,No,High
S07448,7.6,71.6,71.3,Yes,Doctorate,No,Medium
S07449,16.2,97.3,71.5,No,High School,Yes,Medium
S07450,8.7,90.0,79.3,Yes,Doctorate,No,Medium
S07451,7.7,76.7,64.3,Yes,Master,Yes,Medium
S07452,12.4,77.8,68.9,No,High School,No,Medium
S07453,4.7,96.1,94.5,Yes,Bachelor,Yes,High
S07454,15.1,101.1,55.5,No,Doctorate,Yes,Low
S07455,4.7,45.0,56.4,Yes,Master,Yes,Low
S07456,4.7,79.5,52.1,Yes,High School,No,Low
S07457,5.5,86.6,69.7,Yes,Doctorate,No,Medium
S07458,13.8,64.4,70.6,No,Bachelor,Yes,Medium
S07459,6.9,100.6,36.2,Yes,Bachelor,No,Low
S07460,3.3,69.2,79.5,No,High School,Yes,Medium
S07461,7.0,101.1,48.8,No,Bachelor,Yes,Low
S07462,9.8,67.6,71.8,Yes,Master,Yes,Medium
S07463,4.1,80.2,66.9,Yes,Doctorate,Yes,Medium
S07464,4.2,79.7,22.5,No,Doctorate,No,Low
S07465,20.6,108.3,29.5,No,Master,No,Low
S07466,5.7,89.8,48.2,Yes,High School,No,Low
S07467,8.4,65.8,82.7,Yes,Bachelor,Yes,High
S07468,8.2,69.6,36.9,Yes,Master,No,Low
S07469,7.9,69.5,81.7,No,Master,No,High
S07470,13.1,75.4,38.5,Yes,Doctorate,Yes,Low
S07471,14.7,56.1,32.2,Yes,High School,Yes,Low
S07472,8.5,73.4,69.5,No,Bachelor,Yes,Medium
S07473,3.8,102.4,64.5,No,Bachelor,Yes,Medium
S07474,16.4,101.5,38.6,No,Master,No,Low
S07475,9.5,43.7,47.0,Yes,Associate,Yes,Low
S07476,18.7,40.5,69.6,No,Associate,Yes,Medium
S07477,-1.2,63.1,59.4,No,Associate,No,Low
S07478,11.0,39.4,74.3,No,Associate,No,Medium
S07479,19.6,49.7,60.0,No,Master,Yes,Medium
S07480,8.2,82.0,79.8,Yes,Doctorate,No,Medium
S07481,8.9,74.2,47.8,Yes,Doctorate,Yes,Low
S07482,11.5,40.6,73.8,Yes,Bachelor,Yes,Medium
S07483,7.2,98.4,46.0,Yes,Bachelor,Yes,Low
S07484,8.4,66.6,69.6,No,High School,No,Medium
S07485,8.3,64.6,74.6,No,Doctorate,No,Medium
S07486,6.9,95.3,49.1,No,Doctorate,No,Low
S07487,16.1,83.2,70.7,No,Associate,No,Medium
S07488,10.0,74.2,73.5,Yes,Associate,Yes,Medium
S07489,11.3,65.1,72.5,Yes,Associate,No,Medium
S07490,14.0,86.4,53.8,No,Associate,Yes,Low
S07491,8.7,66.3,59.5,No,Bachelor,No,Low
S07492,6.1,70.4,90.6,Yes,Bachelor,No,High
S07493,7.0,51.5,51.7,No,Associate,No,Low
S07494,10.0,75.3,65.2,Yes,Doctorate,Yes,Low
S07495,4.7,106.1,61.9,Yes,High School,Yes,Medium
S07496,7.5,79.2,65.2,No,Bachelor,No,Low
S07497,7.4,65.3,86.1,No,Doctorate,No,High
S07498,20.6,93.7,56.1,Yes,Bachelor,No,Low
S07499,-3.9,86.8,70.5,No,Doctorate,Yes,Medium
S07500,9.1,66.1,75.6,Yes,Associate,No,Medium
S07501,18.6,98.0,60.0,Yes,Bachelor,No,Medium
S07502,10.6,66.5,52.3,No,Doctorate,No,Low
S07503,13.8,49.3,65.2,Yes,Master,Yes,Low
S07504,10.5,73.7,65.3,Yes,High School,No,Medium
S07505,10.0,96.7,40.4,No,Doctorate,Yes,Low
S07506,-1.2,77.1,53.2,No,Associate,Yes,Low
S07507,11.0,51.5,75.9,No,Bachelor,No,Medium
S07508,6.1,66.9,58.2,No,Associate,Yes,Low
S07509,6.0,98.9,71.9,No,Associate,No,Medium
S07510,7.5,80.5,49.2,Yes,Associate,No,Low
S07511,18.7,74.6,66.9,Yes,Bachelor,No,Medium
S07512,22.0,72.4,66.9,Yes,High School,Yes,Medium
S07513,11.1,96.6,69.5,No,Master,No,Medium
S07514,7.7,95.3,59.3,No,Doctorate,No,Low
S07515,4.1,47.0,67.4,No,Bachelor,Yes,Medium
S07516,12.3,93.8,93.4,Yes,Doctorate,No,High
S07517,18.9,85.3,65.2,No,Doctorate,No,Low
S07518,8.8,75.3,87.1,Yes,Associate,Yes,High
S07519,10.0,73.6,62.4,No,Bachelor,No,Medium
S07520,13.4,97.7,26.1,Yes,Bachelor,Yes,Low
S07521,14.9,84.4,76.3,Yes,Bachelor,Yes,Medium
S07522,2.1,52.7,94.5,No,Bachelor,Yes,High
S07523,10.9,95.4,67.1,Yes,Bachelor,No,Medium
S07524,12.3,91.2,56.4,Yes,High School,Yes,Low
S07525,9.6,62.0,66.3,No,High School,No,Medium
S07526,6.0,75.3,82.5,Yes,Associate,No,High
S07527,15.1,117.2,67.0,No,Bachelor,No,Medium
S07528,8.0,65.3,54.9,No,Doctorate,No,Low
S07529,2.6,89.5,50.2,No,Bachelor,Yes,Low
S07530,-0.2,53.1,75.7,Yes,Bachelor,No,Medium
S07531,16.3,63.6,112.0,Yes,High School,Yes,High
S07532,13.1,91.2,47.5,No,Doctorate,Yes,Low
S07533,10.4,75.3,74.4,Yes,Doctorate,No,Medium
S07534,10.0,71.0,75.3,No,High School,Yes,Medium
S07535,7.4,109.0,48.2,Yes,Doctorate,No,Low
S07536,4.6,56.6,77.1,Yes,Master,Yes,Medium
S07537,7.8,72.1,65.2,Yes,Associate,No,Low
S07538,-0.6,84.8,65.2,No,Bachelor,No,Low
S07539,6.3,57.6,59.5,No,Bachelor,No,Low
S07540,8.4,85.2,44.6,No,Associate,No,Low
S07541,13.0,96.5,71.7,Yes,Master,No,Medium
S07542,9.8,72.7,62.8,Yes,Bachelor,Yes,Medium
S07543,14.0,61.3,74.9,Yes,Master,No,Medium
S07544,16.7,68.8,60.5,No,Associate,No,Medium
S07545,15.3,75.3,51.3,No,Master,No,Low
S07546,12.4,95.1,66.1,No,Bachelor,Yes,Medium
S07547,10.1,80.3,82.5,No,Doctorate,No,High
S07548,5.1,71.5,77.2,No,Doctorate,No,Medium
S07549,13.7,41.7,60.8,No,Associate,No,Medium
S07550,18.4,97.2,47.3,No,Master,Yes,Low
S07551,11.7,66.2,60.6,Yes,Doctorate,Yes,Medium
S07552,19.6,86.3,60.3,Yes,Master,Yes,Medium
S07553,2.4,74.8,64.2,No,Associate,No,Medium
S07554,4.2,42.7,94.7,No,Bachelor,Yes,High
S07555,14.3,100.4,60.3,Yes,Bachelor,Yes,Medium
S07556,11.3,96.6,67.0,No,High School,Yes,Medium
S07557,16.6,90.3,76.7,Yes,High School,Yes,Medium
S07558,9.9,81.3,72.6,No,Bachelor,Yes,Medium
S07559,5.7,51.1,87.0,No,Associate,Yes,High
S07560,8.9,75.3,56.8,No,Doctorate,No,Low
